<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.07.08	23:15:00	1.17282	1.17283	1.17246	1.17265	202	0	1
2025.07.08	23:30:00	1.17265	1.17287	1.17260	1.17276	163	0	1
2025.07.08	23:45:00	1.17276	1.17285	1.17240	1.17245	317	0	5
2025.07.09	00:00:00	1.17244	1.17244	1.17143	1.17198	30	0	20
2025.07.09	00:15:00	1.17198	1.17202	1.17175	1.17185	72	0	51
2025.07.09	00:30:00	1.17184	1.17231	1.17183	1.17221	501	0	23
2025.07.09	00:45:00	1.17222	1.17231	1.17179	1.17179	522	0	23
2025.07.09	01:00:00	1.17183	1.17261	1.17181	1.17259	217	0	1
2025.07.09	01:15:00	1.17258	1.17274	1.17255	1.17274	128	0	1
2025.07.09	01:30:00	1.17275	1.17289	1.17273	1.17281	173	0	1
2025.07.09	01:45:00	1.17281	1.17295	1.17279	1.17288	134	0	1
2025.07.09	02:00:00	1.17292	1.17292	1.17256	1.17273	175	0	1
2025.07.09	02:15:00	1.17274	1.17284	1.17259	1.17260	121	0	1
2025.07.09	02:30:00	1.17257	1.17260	1.17220	1.17233	286	0	1
2025.07.09	02:45:00	1.17232	1.17251	1.17218	1.17235	368	0	1
2025.07.09	03:00:00	1.17233	1.17261	1.17183	1.17223	606	0	1
2025.07.09	03:15:00	1.17223	1.17232	1.17188	1.17218	587	0	1
2025.07.09	03:30:00	1.17221	1.17254	1.17176	1.17249	549	0	1
2025.07.09	03:45:00	1.17249	1.17251	1.17226	1.17247	534	0	1
2025.07.09	04:00:00	1.17248	1.17256	1.17170	1.17197	684	0	1
2025.07.09	04:15:00	1.17197	1.17260	1.17195	1.17215	661	0	1
2025.07.09	04:30:00	1.17214	1.17258	1.17192	1.17216	565	0	1
2025.07.09	04:45:00	1.17217	1.17224	1.17193	1.17206	559	0	1
2025.07.09	05:00:00	1.17206	1.17256	1.17192	1.17230	602	0	1
2025.07.09	05:15:00	1.17225	1.17225	1.17191	1.17196	468	0	1
2025.07.09	05:30:00	1.17195	1.17195	1.17062	1.17071	527	0	1
2025.07.09	05:45:00	1.17072	1.17125	1.17048	1.17114	637	0	1
2025.07.09	06:00:00	1.17115	1.17119	1.17036	1.17061	678	0	1
2025.07.09	06:15:00	1.17061	1.17082	1.17029	1.17065	494	0	1
2025.07.09	06:30:00	1.17066	1.17073	1.17038	1.17059	371	0	1
2025.07.09	06:45:00	1.17060	1.17069	1.17038	1.17038	451	0	1
2025.07.09	07:00:00	1.17038	1.17053	1.17014	1.17050	503	0	1
2025.07.09	07:15:00	1.17051	1.17058	1.17028	1.17043	284	0	1
2025.07.09	07:30:00	1.17046	1.17113	1.17037	1.17094	614	0	1
2025.07.09	07:45:00	1.17095	1.17140	1.17088	1.17127	434	0	1
2025.07.09	08:00:00	1.17127	1.17154	1.17110	1.17131	506	0	1
2025.07.09	08:15:00	1.17134	1.17177	1.17134	1.17151	456	0	1
2025.07.09	08:30:00	1.17151	1.17216	1.17138	1.17203	495	0	1
2025.07.09	08:45:00	1.17206	1.17208	1.17155	1.17166	600	0	1
2025.07.09	09:00:00	1.17168	1.17183	1.17135	1.17177	648	0	1
2025.07.09	09:15:00	1.17177	1.17183	1.17136	1.17146	572	0	1
2025.07.09	09:30:00	1.17147	1.17199	1.17125	1.17186	615	0	1
2025.07.09	09:45:00	1.17186	1.17287	1.17185	1.17261	716	0	1
2025.07.09	10:00:00	1.17262	1.17284	1.17194	1.17221	742	0	1
2025.07.09	10:15:00	1.17222	1.17260	1.17200	1.17214	863	0	1
2025.07.09	10:30:00	1.17210	1.17233	1.17062	1.17107	885	0	1
2025.07.09	10:45:00	1.17106	1.17127	1.17045	1.17078	979	0	1
2025.07.09	11:00:00	1.17076	1.17121	1.17069	1.17086	1022	0	1
2025.07.09	11:15:00	1.17085	1.17130	1.17025	1.17128	734	0	1
2025.07.09	11:30:00	1.17129	1.17191	1.17127	1.17180	596	0	1
2025.07.09	11:45:00	1.17179	1.17202	1.17106	1.17134	732	0	1
2025.07.09	12:00:00	1.17134	1.17200	1.17118	1.17166	720	0	1
2025.07.09	12:15:00	1.17167	1.17169	1.17095	1.17100	577	0	1
2025.07.09	12:30:00	1.17100	1.17129	1.17074	1.17085	549	0	1
2025.07.09	12:45:00	1.17084	1.17172	1.17077	1.17135	635	0	1
2025.07.09	13:00:00	1.17135	1.17178	1.17123	1.17146	596	0	1
2025.07.09	13:15:00	1.17147	1.17175	1.17110	1.17127	519	0	1
2025.07.09	13:30:00	1.17128	1.17131	1.17019	1.17029	640	0	1
2025.07.09	13:45:00	1.17030	1.17059	1.17021	1.17021	601	0	1
2025.07.09	14:00:00	1.17022	1.17065	1.17008	1.17036	470	0	1
2025.07.09	14:15:00	1.17036	1.17051	1.17017	1.17034	475	0	1
2025.07.09	14:30:00	1.17035	1.17059	1.17027	1.17049	507	0	1
2025.07.09	14:45:00	1.17049	1.17066	1.16897	1.16913	708	0	1
2025.07.09	15:00:00	1.16914	1.17021	1.16914	1.17016	908	0	1
2025.07.09	15:15:00	1.17014	1.17156	1.17014	1.17052	1184	0	1
2025.07.09	15:30:00	1.17051	1.17093	1.17009	1.17046	785	0	1
2025.07.09	15:45:00	1.17046	1.17170	1.17038	1.17155	1012	0	1
2025.07.09	16:00:00	1.17155	1.17208	1.17120	1.17166	1022	0	1
2025.07.09	16:15:00	1.17165	1.17226	1.17112	1.17144	867	0	1
2025.07.09	16:30:00	1.17143	1.17188	1.17087	1.17097	1102	0	1
2025.07.09	16:45:00	1.17097	1.17100	1.17007	1.17034	990	0	1
2025.07.09	17:00:00	1.17035	1.17160	1.17026	1.17153	1170	0	1
2025.07.09	17:15:00	1.17154	1.17247	1.17153	1.17193	1007	0	1
2025.07.09	17:30:00	1.17192	1.17225	1.17151	1.17195	952	0	1
2025.07.09	17:45:00	1.17193	1.17194	1.17133	1.17149	872	0	1
2025.07.09	18:00:00	1.17148	1.17164	1.17097	1.17097	834	0	1
2025.07.09	18:15:00	1.17098	1.17114	1.17052	1.17068	545	0	1
2025.07.09	18:30:00	1.17069	1.17100	1.17058	1.17086	536	0	1
2025.07.09	18:45:00	1.17086	1.17104	1.17051	1.17062	484	0	1
2025.07.09	19:00:00	1.17062	1.17092	1.17060	1.17071	457	0	1
2025.07.09	19:15:00	1.17073	1.17088	1.17009	1.17016	439	0	1
2025.07.09	19:30:00	1.17017	1.17072	1.17013	1.17066	338	0	1
2025.07.09	19:45:00	1.17065	1.17074	1.17041	1.17053	394	0	1
2025.07.09	20:00:00	1.17047	1.17112	1.17041	1.17089	482	0	1
2025.07.09	20:15:00	1.17087	1.17105	1.17079	1.17090	368	0	1
