<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.08.15	15:30:00	1.16853	1.17000	1.16732	1.16947	4102	0	0
2025.08.15	15:45:00	1.16949	1.16986	1.16869	1.16939	2928	0	0
2025.08.15	16:00:00	1.16941	1.17016	1.16904	1.16911	2824	0	0
2025.08.15	16:15:00	1.16911	1.16924	1.16818	1.16914	2749	0	0
2025.08.15	16:30:00	1.16913	1.16981	1.16878	1.16937	3086	0	0
2025.08.15	16:45:00	1.16935	1.17081	1.16934	1.17025	3216	0	0
2025.08.15	17:00:00	1.17024	1.17148	1.17002	1.17121	3649	0	0
2025.08.15	17:15:00	1.17122	1.17151	1.17080	1.17104	2963	0	0
2025.08.15	17:30:00	1.17102	1.17153	1.17052	1.17143	2816	0	0
2025.08.15	17:45:00	1.17142	1.17152	1.17075	1.17118	3238	0	0
2025.08.15	18:00:00	1.17116	1.17150	1.17032	1.17045	2735	0	0
2025.08.15	18:15:00	1.17045	1.17133	1.17037	1.17118	2132	0	0
2025.08.15	18:30:00	1.17119	1.17149	1.17066	1.17085	2288	0	0
2025.08.15	18:45:00	1.17086	1.17104	1.17055	1.17067	1970	0	0
2025.08.15	19:00:00	1.17068	1.17082	1.17023	1.17048	1956	0	0
2025.08.15	19:15:00	1.17047	1.17055	1.17020	1.17032	1655	0	0
2025.08.15	19:30:00	1.17032	1.17046	1.17022	1.17026	1372	0	0
2025.08.15	19:45:00	1.17026	1.17042	1.16996	1.17037	1410	0	0
2025.08.15	20:00:00	1.17036	1.17049	1.16993	1.17036	1463	0	0
2025.08.15	20:15:00	1.17037	1.17047	1.16992	1.17004	1357	0	0
2025.08.15	20:30:00	1.17006	1.17050	1.16994	1.17047	1294	0	0
2025.08.15	20:45:00	1.17045	1.17060	1.17020	1.17043	1263	0	0
2025.08.15	21:00:00	1.17045	1.17052	1.16985	1.17040	1512	0	0
2025.08.15	21:15:00	1.17042	1.17067	1.17028	1.17031	1108	0	0
2025.08.15	21:30:00	1.17029	1.17046	1.17014	1.17026	1170	0	0
2025.08.15	21:45:00	1.17023	1.17052	1.17009	1.17027	1118	0	0
2025.08.15	22:00:00	1.17025	1.17034	1.17008	1.17020	1238	0	0
2025.08.15	22:15:00	1.17022	1.17022	1.16998	1.17010	908	0	0
2025.08.15	22:30:00	1.17009	1.17036	1.17008	1.17015	991	0	0
2025.08.15	22:45:00	1.17017	1.17025	1.16999	1.17009	1357	0	0
2025.08.15	23:00:00	1.17008	1.17081	1.17006	1.17077	907	0	0
2025.08.15	23:15:00	1.17079	1.17079	1.17034	1.17037	684	0	1
2025.08.15	23:30:00	1.17037	1.17044	1.17001	1.17018	637	0	0
2025.08.15	23:45:00	1.17016	1.17042	1.16972	1.16981	1005	0	2
2025.08.18	00:00:00	1.17076	1.17117	1.17056	1.17102	445	0	15
2025.08.18	00:15:00	1.17102	1.17115	1.17098	1.17107	265	0	4
2025.08.18	00:30:00	1.17107	1.17138	1.17099	1.17130	323	0	2
2025.08.18	00:45:00	1.17130	1.17142	1.17125	1.17136	185	0	7
2025.08.18	01:00:00	1.17139	1.17151	1.17099	1.17106	1144	0	1
2025.08.18	01:15:00	1.17106	1.17122	1.17102	1.17119	1298	0	1
2025.08.18	01:30:00	1.17121	1.17140	1.17108	1.17119	810	0	1
2025.08.18	01:45:00	1.17121	1.17143	1.17107	1.17134	687	0	0
2025.08.18	02:00:00	1.17134	1.17144	1.17080	1.17086	974	0	0
2025.08.18	02:15:00	1.17088	1.17091	1.17041	1.17067	1024	0	0
2025.08.18	02:30:00	1.17065	1.17080	1.17057	1.17067	836	0	0
2025.08.18	02:45:00	1.17066	1.17073	1.17039	1.17062	1068	0	1
2025.08.18	03:00:00	1.17063	1.17072	1.17027	1.17049	2194	0	0
2025.08.18	03:15:00	1.17048	1.17107	1.17036	1.17089	2115	0	0
2025.08.18	03:30:00	1.17088	1.17100	1.17025	1.17026	1582	0	0
2025.08.18	03:45:00	1.17026	1.17034	1.17001	1.17014	2136	0	0
2025.08.18	04:00:00	1.17015	1.17021	1.16971	1.16972	2146	0	0
2025.08.18	04:15:00	1.16972	1.16985	1.16946	1.16959	1795	0	0
2025.08.18	04:30:00	1.16958	1.16986	1.16935	1.16958	1829	0	0
2025.08.18	04:45:00	1.16958	1.17046	1.16955	1.17030	2029	0	0
2025.08.18	05:00:00	1.17031	1.17054	1.17012	1.17016	1470	0	0
2025.08.18	05:15:00	1.17018	1.17018	1.16982	1.16994	1294	0	0
2025.08.18	05:30:00	1.16993	1.17018	1.16973	1.16987	1111	0	0
2025.08.18	05:45:00	1.16986	1.17015	1.16984	1.17011	1444	0	0
2025.08.18	06:00:00	1.17012	1.17045	1.16997	1.17002	1311	0	0
2025.08.18	06:15:00	1.17001	1.17040	1.17000	1.17037	1276	0	0
2025.08.18	06:30:00	1.17037	1.17047	1.17017	1.17022	1519	0	0
2025.08.18	06:45:00	1.17023	1.17040	1.17004	1.17037	1678	0	0
2025.08.18	07:00:00	1.17036	1.17075	1.17026	1.17040	1559	0	0
2025.08.18	07:15:00	1.17039	1.17055	1.17027	1.17042	1351	0	0
2025.08.18	07:30:00	1.17042	1.17089	1.17042	1.17071	1585	0	0
2025.08.18	07:45:00	1.17071	1.17104	1.17069	1.17084	1598	0	0
2025.08.18	08:00:00	1.17086	1.17089	1.17045	1.17047	1492	0	0
