<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2026.01.15	08:45:00	1.16298	1.16338	1.16297	1.16329	466	0	5
2026.01.15	09:00:00	1.16328	1.16364	1.16305	1.16311	726	0	5
2026.01.15	09:15:00	1.16311	1.16327	1.16258	1.16269	658	0	5
2026.01.15	09:30:00	1.16269	1.16317	1.16265	1.16287	638	0	5
2026.01.15	09:45:00	1.16288	1.16296	1.16272	1.16285	527	0	5
2026.01.15	10:00:00	1.16285	1.16304	1.16266	1.16290	698	0	5
2026.01.15	10:15:00	1.16289	1.16347	1.16276	1.16337	598	0	5
2026.01.15	10:30:00	1.16337	1.16351	1.16308	1.16313	686	0	5
2026.01.15	10:45:00	1.16314	1.16334	1.16293	1.16306	654	0	5
2026.01.15	11:00:00	1.16306	1.16347	1.16302	1.16316	639	0	5
2026.01.15	11:15:00	1.16314	1.16345	1.16309	1.16316	794	0	5
2026.01.15	11:30:00	1.16316	1.16368	1.16302	1.16364	564	0	5
2026.01.15	11:45:00	1.16364	1.16396	1.16343	1.16355	489	0	5
2026.01.15	12:00:00	1.16355	1.16369	1.16326	1.16363	598	0	5
2026.01.15	12:15:00	1.16363	1.16390	1.16354	1.16384	440	0	5
2026.01.15	12:30:00	1.16385	1.16409	1.16369	1.16388	554	0	5
2026.01.15	12:45:00	1.16388	1.16388	1.16339	1.16355	597	0	5
2026.01.15	13:00:00	1.16354	1.16377	1.16344	1.16373	508	0	5
2026.01.15	13:15:00	1.16373	1.16373	1.16326	1.16337	463	0	5
2026.01.15	13:30:00	1.16336	1.16362	1.16324	1.16331	445	0	5
2026.01.15	13:45:00	1.16332	1.16335	1.16299	1.16305	619	0	5
2026.01.15	14:00:00	1.16306	1.16345	1.16303	1.16329	512	0	5
2026.01.15	14:15:00	1.16329	1.16345	1.16317	1.16338	397	0	5
2026.01.15	14:30:00	1.16338	1.16348	1.16314	1.16318	332	0	5
2026.01.15	14:45:00	1.16318	1.16319	1.16200	1.16224	854	0	5
2026.01.15	15:00:00	1.16226	1.16249	1.16177	1.16229	894	0	5
2026.01.15	15:15:00	1.16231	1.16236	1.16174	1.16193	845	0	5
2026.01.15	15:30:00	1.16184	1.16184	1.16030	1.16062	2023	0	5
2026.01.15	15:45:00	1.16062	1.16081	1.15986	1.16011	1115	0	5
