<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.08.26	09:30:00	1.16285	1.16318	1.16264	1.16267	2821	0	1
2025.08.26	09:45:00	1.16266	1.16286	1.16202	1.16221	3099	0	1
2025.08.26	10:00:00	1.16219	1.16256	1.16041	1.16112	3786	0	1
2025.08.26	10:15:00	1.16113	1.16185	1.16020	1.16182	3822	0	1
2025.08.26	10:30:00	1.16183	1.16285	1.16181	1.16219	3071	0	1
2025.08.26	10:45:00	1.16219	1.16257	1.16180	1.16214	2982	0	1
2025.08.26	11:00:00	1.16215	1.16249	1.16183	1.16204	2930	0	1
2025.08.26	11:15:00	1.16205	1.16242	1.16056	1.16173	3248	0	1
2025.08.26	11:30:00	1.16172	1.16216	1.16153	1.16170	2562	0	1
2025.08.26	11:45:00	1.16168	1.16216	1.16138	1.16178	2775	0	1
2025.08.26	12:00:00	1.16179	1.16298	1.16174	1.16294	2713	0	1
2025.08.26	12:15:00	1.16296	1.16397	1.16290	1.16352	2800	0	1
2025.08.26	12:30:00	1.16350	1.16362	1.16298	1.16348	2262	0	1
2025.08.26	12:45:00	1.16348	1.16436	1.16344	1.16425	2453	0	1
2025.08.26	13:00:00	1.16424	1.16466	1.16409	1.16436	2103	0	1
2025.08.26	13:15:00	1.16437	1.16473	1.16418	1.16432	2166	0	1
2025.08.26	13:30:00	1.16432	1.16433	1.16368	1.16388	2427	0	1
2025.08.26	13:45:00	1.16386	1.16457	1.16369	1.16449	2359	0	1
2025.08.26	14:00:00	1.16451	1.16489	1.16439	1.16475	2524	0	1
2025.08.26	14:15:00	1.16473	1.16484	1.16411	1.16418	2574	0	1
2025.08.26	14:30:00	1.16417	1.16572	1.16413	1.16551	3124	0	1
2025.08.26	14:45:00	1.16552	1.16605	1.16535	1.16536	2838	0	1
2025.08.26	15:00:00	1.16535	1.16599	1.16535	1.16568	3072	0	1
2025.08.26	15:15:00	1.16570	1.16588	1.16492	1.16531	2889	0	1
2025.08.26	15:30:00	1.16531	1.16567	1.16467	1.16473	3196	0	1
2025.08.26	15:45:00	1.16471	1.16506	1.16448	1.16458	3536	0	1
2025.08.26	16:00:00	1.16461	1.16489	1.16371	1.16482	3759	0	1
2025.08.26	16:15:00	1.16483	1.16484	1.16399	1.16450	2961	0	1
2025.08.26	16:30:00	1.16449	1.16547	1.16422	1.16539	3936	0	1
2025.08.26	16:45:00	1.16538	1.16565	1.16483	1.16508	3855	0	1
2025.08.26	17:00:00	1.16509	1.16546	1.16433	1.16491	4184	0	1
2025.08.26	17:15:00	1.16490	1.16653	1.16472	1.16593	4070	0	1
2025.08.26	17:30:00	1.16592	1.16617	1.16562	1.16583	3626	0	1
2025.08.26	17:45:00	1.16585	1.16621	1.16523	1.16545	4110	0	1
2025.08.26	18:00:00	1.16546	1.16636	1.16531	1.16614	3945	0	1
2025.08.26	18:15:00	1.16613	1.16619	1.16533	1.16548	3205	0	1
2025.08.26	18:30:00	1.16547	1.16564	1.16494	1.16542	3098	0	1
2025.08.26	18:45:00	1.16543	1.16558	1.16484	1.16555	2696	0	1
2025.08.26	19:00:00	1.16554	1.16576	1.16518	1.16553	2473	0	1
2025.08.26	19:15:00	1.16553	1.16615	1.16552	1.16587	2743	0	1
2025.08.26	19:30:00	1.16587	1.16590	1.16507	1.16527	2104	0	1
2025.08.26	19:45:00	1.16528	1.16537	1.16483	1.16486	2143	0	1
2025.08.26	20:00:00	1.16487	1.16527	1.16465	1.16494	2436	0	1
2025.08.26	20:15:00	1.16494	1.16516	1.16487	1.16495	1862	0	1
2025.08.26	20:30:00	1.16496	1.16498	1.16445	1.16451	1640	0	1
2025.08.26	20:45:00	1.16450	1.16469	1.16374	1.16377	2266	0	1
2025.08.26	21:00:00	1.16376	1.16388	1.16356	1.16360	2168	0	1
2025.08.26	21:15:00	1.16359	1.16377	1.16333	1.16375	1772	0	1
2025.08.26	21:30:00	1.16376	1.16401	1.16354	1.16396	1831	0	1
2025.08.26	21:45:00	1.16398	1.16474	1.16396	1.16434	2382	0	1
2025.08.26	22:00:00	1.16435	1.16461	1.16417	1.16445	1857	0	1
2025.08.26	22:15:00	1.16446	1.16486	1.16428	1.16471	1512	0	1
2025.08.26	22:30:00	1.16472	1.16484	1.16437	1.16438	1464	0	1
2025.08.26	22:45:00	1.16439	1.16460	1.16395	1.16405	2089	0	1
2025.08.26	23:00:00	1.16404	1.16405	1.16332	1.16379	1464	0	1
2025.08.26	23:15:00	1.16379	1.16381	1.16344	1.16350	811	0	1
2025.08.26	23:30:00	1.16349	1.16420	1.16349	1.16413	1026	0	1
2025.08.26	23:45:00	1.16414	1.16431	1.16397	1.16421	1401	0	1
2025.08.27	00:00:00	1.16422	1.16454	1.16380	1.16439	187	0	9
2025.08.27	00:15:00	1.16438	1.16455	1.16435	1.16437	112	0	5
2025.08.27	00:30:00	1.16439	1.16464	1.16435	1.16458	466	0	6
2025.08.27	00:45:00	1.16457	1.16466	1.16428	1.16446	743	0	4
2025.08.27	01:00:00	1.16444	1.16476	1.16428	1.16471	908	0	1
2025.08.27	01:15:00	1.16473	1.16475	1.16454	1.16458	625	0	1
2025.08.27	01:30:00	1.16457	1.16466	1.16441	1.16447	651	0	2
2025.08.27	01:45:00	1.16447	1.16447	1.16405	1.16429	739	0	1
2025.08.27	02:00:00	1.16430	1.16430	1.16407	1.16414	602	0	2
2025.08.27	02:15:00	1.16412	1.16438	1.16409	1.16412	650	0	2
2025.08.27	02:30:00	1.16414	1.16423	1.16405	1.16406	639	0	1
2025.08.27	02:45:00	1.16408	1.16410	1.16365	1.16370	1095	0	1
2025.08.27	03:00:00	1.16371	1.16417	1.16361	1.16408	1582	0	1
2025.08.27	03:15:00	1.16407	1.16417	1.16381	1.16400	1740	0	1
2025.08.27	03:30:00	1.16402	1.16404	1.16368	1.16369	1403	0	1
2025.08.27	03:45:00	1.16369	1.16377	1.16335	1.16367	2004	0	1
2025.08.27	04:00:00	1.16366	1.16406	1.16363	1.16371	1811	0	1
2025.08.27	04:15:00	1.16371	1.16407	1.16346	1.16355	1745	0	2
2025.08.27	04:30:00	1.16356	1.16377	1.16306	1.16355	2337	0	1
2025.08.27	04:45:00	1.16354	1.16372	1.16320	1.16336	1680	0	1
2025.08.27	05:00:00	1.16338	1.16341	1.16252	1.16260	1796	0	1
2025.08.27	05:15:00	1.16262	1.16289	1.16246	1.16268	1749	0	1
2025.08.27	05:30:00	1.16268	1.16294	1.16257	1.16281	1310	0	1
2025.08.27	05:45:00	1.16281	1.16318	1.16280	1.16310	1339	0	1
2025.08.27	06:00:00	1.16312	1.16328	1.16303	1.16313	1190	0	1
2025.08.27	06:15:00	1.16312	1.16317	1.16259	1.16266	1303	0	1
2025.08.27	06:30:00	1.16264	1.16287	1.16253	1.16271	1125	0	1
2025.08.27	06:45:00	1.16272	1.16280	1.16217	1.16251	1211	0	1
2025.08.27	07:00:00	1.16250	1.16254	1.16198	1.16216	1367	0	1
2025.08.27	07:15:00	1.16217	1.16218	1.16152	1.16172	1635	0	1
2025.08.27	07:30:00	1.16174	1.16186	1.16123	1.16123	1325	0	1
2025.08.27	07:45:00	1.16124	1.16141	1.16120	1.16141	1166	0	1
2025.08.27	08:00:00	1.16140	1.16174	1.16134	1.16173	1385	0	1
2025.08.27	08:15:00	1.16173	1.16181	1.16156	1.16175	1345	0	1
2025.08.27	08:30:00	1.16174	1.16190	1.16161	1.16183	1276	0	1
2025.08.27	08:45:00	1.16181	1.16205	1.16172	1.16202	1812	0	1
2025.08.27	09:00:00	1.16201	1.16229	1.16165	1.16186	2283	0	1
2025.08.27	09:15:00	1.16188	1.16224	1.16174	1.16199	2185	0	1
2025.08.27	09:30:00	1.16197	1.16237	1.16188	1.16235	2117	0	1
2025.08.27	09:45:00	1.16235	1.16237	1.16143	1.16206	2538	0	1
2025.08.27	10:00:00	1.16207	1.16218	1.16104	1.16107	2748	0	1
2025.08.27	10:15:00	1.16109	1.16138	1.16042	1.16052	2664	0	1
2025.08.27	10:30:00	1.16050	1.16067	1.15959	1.16014	3103	0	1
2025.08.27	10:45:00	1.16014	1.16042	1.15964	1.16033	2971	0	1
2025.08.27	11:00:00	1.16034	1.16036	1.15891	1.15906	2885	0	1
2025.08.27	11:15:00	1.15908	1.15939	1.15860	1.15893	2841	0	1
2025.08.27	11:30:00	1.15893	1.15893	1.15769	1.15850	3516	0	1
